integers,isFlare
2.690000057220459,0.0
2.4600000381469727,0.0
1.7999999523162842,0.0
0.7799999713897705,0.0
2.059999942779541,0.0
1.2799999713897705,0.0
3.5199999809265137,0.0
3.5899999141693115,0.0
3.6500000953674316,0.0
3.509999990463257,0.0
3.0299999713897705,0.0
3.2899999618530273,0.0
2.940000057220459,0.0
3.759999990463257,0.0
3.390000104904175,0.0
3.690000057220459,0.0
3.809999942779541,0.0
4.300000190734863,0.0
4.420000076293945,0.0
3.5399999618530273,0.0
3.130000114440918,0.0
3.2200000286102295,0.0
3.569999933242798,0.0
3.4800000190734863,0.0
3.3299999237060547,0.0
2.859999895095825,0.0
2.880000114440918,0.0
2.890000104904175,0.0
2.559999942779541,0.0
2.430000066757202,0.0
2.200000047683716,0.0
2.240000009536743,0.0
2.190000057220459,0.0
1.9900000095367432,0.0
1.8700000047683716,0.0
2.319999933242798,0.0
2.009999990463257,0.0
1.940000057220459,0.0
2.6500000953674316,0.0
2.440000057220459,0.0
2.549999952316284,0.0
2.440000057220459,0.0
2.200000047683716,0.0
2.1700000762939453,0.0
2.2300000190734863,0.0
2.390000104904175,0.0
2.609999895095825,0.0
2.4600000381469727,0.0
2.240000009536743,0.0
1.9500000476837158,0.0
1.409999966621399,0.0
1.350000023841858,0.0
1.440000057220459,0.0
1.190000057220459,0.0
1.3600000143051147,0.0
1.7999999523162842,0.0
2.180000066757202,0.0
1.909999966621399,0.0
2.259999990463257,0.0
2.450000047683716,0.0
2.7200000286102295,0.0
2.6500000953674316,0.0
2.440000057220459,0.0
2.5199999809265137,0.0
2.3499999046325684,0.0
2.309999942779541,0.0
2.2899999618530273,0.0
2.380000114440918,0.0
2.259999990463257,0.0
1.9199999570846558,0.0
2.0399999618530273,0.0
2.319999933242798,0.0
2.190000057220459,0.0
2.2300000190734863,0.0
2.1500000953674316,0.0
2.069999933242798,0.0
1.850000023841858,0.0
2.319999933242798,0.0
2.630000114440918,0.0
2.7200000286102295,0.0
2.4000000953674316,0.0
1.840000033378601,0.0
1.690000057220459,0.0
1.5199999809265137,0.0
1.5299999713897705,0.0
1.9500000476837158,0.0
2.2699999809265137,0.0
1.8899999856948853,0.0
1.4299999475479126,0.0
1.340000033378601,0.0
1.7200000286102295,0.0
2.009999990463257,0.0
3.059999942779541,0.0
2.9100000858306885,0.0
2.869999885559082,0.0
0.1899999976158142,0.0
0.12999999523162842,0.0
0.15000000596046448,0.0
0.27000001072883606,0.0
0.4300000071525574,0.0
0.5,0.0
0.9300000071525574,0.0
1.5800000429153442,0.0
1.7400000095367432,0.0
2.119999885559082,0.0
2.690000057220459,0.0
2.7699999809265137,0.0
1.7599999904632568,0.0
1.3799999952316284,0.0
1.8799999952316284,0.0
1.8700000047683716,0.0
1.7000000476837158,0.0
1.899999976158142,0.0
1.649999976158142,0.0
2.319999933242798,0.0
2.0899999141693115,0.0
2.569999933242798,0.0
2.680000066757202,0.0
2.8399999141693115,0.0
2.109999895095825,0.0
1.9299999475479126,0.0
2.4600000381469727,0.0
3.119999885559082,0.0
3.4800000190734863,0.0
3.2799999713897705,0.0
3.2200000286102295,0.0
3.4200000762939453,0.0
3.2899999618530273,0.0
2.990000009536743,0.0
2.819999933242798,0.0
2.9000000953674316,0.0
3.109999895095825,0.0
3.0899999141693115,0.0
3.0,0.0
2.950000047683716,0.0
2.9600000381469727,0.0
3.0299999713897705,0.0
3.200000047683716,0.0
2.759999990463257,0.0
2.5399999618530273,0.0
2.5799999237060547,0.0
2.740000009536743,0.0
2.7300000190734863,0.0
2.859999895095825,0.0
2.559999942779541,0.0
2.5,0.0
2.680000066757202,0.0
2.390000104904175,0.0
1.5499999523162842,0.0
1.2999999523162842,0.0
1.5099999904632568,0.0
2.8499999046325684,0.0
2.3399999141693115,0.0
1.9199999570846558,0.0
2.390000104904175,0.0
2.4000000953674316,0.0
2.2300000190734863,0.0
1.8600000143051147,0.0
1.2999999523162842,0.0
1.3300000429153442,0.0
1.3200000524520874,0.0
1.590000033378601,0.0
1.7599999904632568,0.0
2.549999952316284,0.0
2.9100000858306885,0.0
3.0,0.0
3.2200000286102295,0.0
3.359999895095825,0.0
3.109999895095825,0.0
2.9800000190734863,0.0
3.059999942779541,0.0
3.369999885559082,0.0
3.2200000286102295,0.0
3.0899999141693115,0.0
1.9500000476837158,0.0
2.3399999141693115,0.0
2.1700000762939453,0.0
2.359999895095825,0.0
2.4000000953674316,0.0
2.4000000953674316,0.0
2.299999952316284,0.0
2.1600000858306885,0.0
1.7200000286102295,0.0
1.649999976158142,0.0
1.6399999856948853,0.0
1.600000023841858,0.0
1.590000033378601,0.0
1.5800000429153442,0.0
1.5700000524520874,0.0
